Review_ID,Review_Text,Rating,Sentiment_Label,Sentiment_Score,Category,Platform,Review_Date,Month,Helpful_Votes,Verified_Purchase
REV03055,Worst purchase ever. Product is horrible and not as described.,1,Negative,-0.758,Electronics,Flipkart,2024-11-27,2024-11,148,Yes
REV03056,Highly disappointing. appalling packaging and product looks fake.,1,Negative,-0.686,Electronics,Meesho,2024-03-02,2024-03,97,Yes
REV03057,Standard product. Nothing to rave or complain about.,3,Neutral,0.044,Fashion,Flipkart,2024-02-22,2024-02,132,Yes
REV03058,Medium quality. Okay for everyday use.,3,Neutral,0.01,Health,Meesho,2023-02-04,2023-02,112,No
REV03059,Fast shipping and the product is remarkable. Very happy with purchase.,5,Positive,0.444,Beauty,Flipkart,2024-08-01,2024-08,96,Yes
REV03060,Frustrated with this purchase. Item is pathetic and overpriced.,2,Negative,-0.273,Fashion,Amazon,2024-03-30,2024-03,14,No
REV03061,Do not buy! Product quality is awful. Waste of money.,1,Negative,-0.463,Home & Kitchen,Amazon,2023-06-26,2023-06,104,Yes
REV03062,Great value for money. Very superb and durable.,5,Positive,0.843,Home & Kitchen,Flipkart,2023-02-23,2023-02,150,Yes
REV03063,Amazing product! excellent build quality. Five stars!,5,Positive,0.923,Health,Myntra,2024-01-22,2024-01,58,Yes
REV03064,Fast shipping and the product is outstanding. Very happy with purchase.,5,Positive,0.676,Toys,Flipkart,2024-02-06,2024-02,78,Yes
REV03065,Fast shipping and the product is superb. Very happy with purchase.,5,Positive,0.334,Sports,Myntra,2024-01-27,2024-01,135,Yes
REV03066,"Excellent! Delivery was quick, product works flawlessly.",4,Positive,0.973,Automotive,Amazon,2024-10-08,2024-10,65,Yes
REV03067,Superb quality! Will definitely buy again. outstanding service overall.,5,Positive,0.527,Beauty,Myntra,2024-03-30,2024-03,33,Yes
REV03068,Absolutely love this product! remarkable quality and efficiently delivery.,5,Positive,0.966,Automotive,Meesho,2024-07-17,2024-07,139,No
REV03069,Great value for money. Very excellent and durable.,5,Positive,0.966,Fashion,Flipkart,2023-06-22,2023-06,19,No
REV03070,Wonderful purchase. premium quality and prompt delivery.,5,Positive,0.932,Beauty,Meesho,2024-07-27,2024-07,53,Yes
REV03071,Very bad experience. Product is mediocre and stopped working soon.,1,Negative,-0.203,Books,Amazon,2024-05-23,2024-05,64,Yes
REV03072,It works but I expected more features for this price.,3,Neutral,-0.028,Home & Kitchen,Nykaa,2024-02-23,2024-02,28,No
REV03073,It works but I expected more features for this price.,3,Neutral,-0.022,Fashion,Meesho,2023-11-04,2023-11,2,Yes
REV03074,Great value for money. Very excellent and durable.,4,Positive,0.527,Electronics,Flipkart,2024-12-19,2024-12,134,No
REV03075,Brilliant product. premium packaging and arrived on time.,5,Positive,0.403,Electronics,Amazon,2023-06-13,2023-06,125,Yes
REV03076,Superb quality! Will definitely buy again. premium service overall.,4,Positive,0.649,Fashion,Amazon,2023-05-21,2023-05,68,No
REV03077,Fantastic! The item is remarkable and exactly what I needed.,5,Positive,0.313,Toys,Flipkart,2023-04-11,2023-04,103,No
REV03078,Great value for money. Very excellent and durable.,5,Positive,0.579,Automotive,Myntra,2024-05-07,2024-05,74,Yes
REV03079,Very satisfied. The product is incredible and works as expected.,5,Positive,0.399,Automotive,Flipkart,2023-09-01,2023-09,101,Yes
REV03080,Outstanding experience from order to delivery. premium service!,5,Positive,0.984,Books,Flipkart,2023-06-07,2023-06,102,No
REV03081,Loved it! Product quality is incredible. Would recommend to friends.,5,Positive,0.735,Electronics,Amazon,2024-04-16,2024-04,93,Yes
REV03082,Frustrated with this purchase. Item is appalling and overpriced.,1,Negative,-0.117,Home & Kitchen,Amazon,2024-05-09,2024-05,33,Yes
REV03083,Great value for money. Very excellent and durable.,5,Positive,0.408,Home & Kitchen,Flipkart,2023-12-28,2023-12,58,Yes
REV03084,Satisfactory. Delivery took longer than expected but product works.,3,Neutral,0.068,Health,Flipkart,2023-10-03,2023-10,122,Yes
REV03085,Frustrated with this purchase. Item is awful and overpriced.,1,Negative,-0.132,Toys,Myntra,2024-10-08,2024-10,31,Yes
REV03086,Highly recommend! Product is exactly as described. remarkable experience.,4,Positive,0.415,Grocery,Myntra,2023-01-20,2023-01,117,Yes
REV03087,Terrible experience. Delivery was delayed and product is horrible.,2,Negative,-0.731,Books,Nykaa,2024-04-23,2024-04,105,Yes
REV03088,Fast shipping and the product is premium. Very happy with purchase.,5,Positive,0.466,Home & Kitchen,Myntra,2023-03-13,2023-03,147,No
REV03089,Worst purchase ever. Product is appalling and not as described.,2,Negative,-0.585,Sports,Myntra,2023-06-25,2023-06,48,Yes
REV03090,Wonderful purchase. incredible quality and prompt delivery.,5,Positive,0.624,Home & Kitchen,Nykaa,2024-05-22,2024-05,96,Yes
REV03091,Do not buy! Product quality is appalling. Waste of money.,2,Negative,-0.234,Automotive,Amazon,2023-08-17,2023-08,40,Yes
REV03092,Worst purchase ever. Product is horrible and not as described.,2,Negative,-0.417,Sports,Flipkart,2024-10-18,2024-10,75,No
REV03093,Awful! Product arrived damaged and support was terrible.,2,Negative,-0.351,Sports,Amazon,2024-08-04,2024-08,16,No
REV03094,Very bad experience. Product is dreadful and stopped working soon.,1,Negative,-0.885,Beauty,Meesho,2023-06-21,2023-06,35,Yes
REV03095,Very satisfied. The product is outstanding and works as expected.,4,Positive,0.847,Electronics,Nykaa,2023-08-25,2023-08,21,Yes
REV03096,Standard product. Nothing to rave or complain about.,3,Neutral,0.095,Toys,Flipkart,2023-04-13,2023-04,119,Yes
REV03097,Loved it! Product quality is premium. Would recommend to friends.,4,Positive,0.428,Fashion,Myntra,2023-11-15,2023-11,125,Yes
REV03098,Outstanding experience from order to delivery. excellent service!,5,Positive,0.665,Health,Flipkart,2023-05-09,2023-05,55,Yes
REV03099,Really bad quality. Product is horrible and not worth it.,1,Negative,-0.724,Health,Nykaa,2023-06-11,2023-06,62,Yes
REV03100,Horrible experience. appalling service and delivery took forever.,2,Negative,-0.567,Fashion,Myntra,2024-05-03,2024-05,63,Yes
REV03101,Poor quality. Item broke within a week. appalling customer support.,2,Negative,-0.853,Grocery,Flipkart,2023-11-05,2023-11,103,Yes
REV03102,Loved it! Product quality is superb. Would recommend to friends.,5,Positive,0.311,Electronics,Meesho,2023-02-08,2023-02,76,No
REV03103,Fantastic! The item is fantastic and exactly what I needed.,4,Positive,0.652,Toys,Myntra,2023-09-13,2023-09,66,Yes
REV03104,Highly disappointing. pathetic packaging and product looks fake.,2,Negative,-0.888,Grocery,Nykaa,2024-09-26,2024-09,36,Yes
REV03105,Very bad experience. Product is substandard and stopped working soon.,2,Negative,-0.759,Books,Nykaa,2024-08-07,2024-08,50,Yes
REV03106,Standard product. Nothing to rave or complain about.,3,Neutral,0.015,Electronics,Myntra,2024-08-24,2024-08,81,Yes
REV03107,Horrible experience. pathetic service and delivery took forever.,2,Negative,-0.38,Automotive,Meesho,2023-06-28,2023-06,142,Yes
REV03108,Highly recommend! Product is exactly as described. superb experience.,4,Positive,0.455,Grocery,Flipkart,2023-01-21,2023-01,70,Yes
REV03109,Wonderful purchase. superb quality and prompt delivery.,4,Positive,0.461,Fashion,Flipkart,2023-11-14,2023-11,39,Yes
REV03110,Complete waste of money. Quality is horrible.,1,Negative,-0.487,Books,Meesho,2024-01-19,2024-01,40,Yes
REV03111,Fast shipping and the product is excellent. Very happy with purchase.,5,Positive,0.58,Books,Flipkart,2023-05-09,2023-05,83,Yes
REV03112,Satisfactory. Delivery took longer than expected but product works.,3,Neutral,0.042,Toys,Myntra,2024-01-10,2024-01,136,No
REV03113,Very satisfied. The product is fantastic and works as expected.,5,Positive,0.337,Home & Kitchen,Myntra,2023-06-05,2023-06,87,No
REV03114,Exceeded my expectations. outstanding packaging and amazing customer support.,5,Positive,0.899,Toys,Flipkart,2023-05-15,2023-05,130,Yes
REV03115,Medium quality. Okay for everyday use.,3,Neutral,0.003,Fashion,Flipkart,2024-08-23,2024-08,88,Yes
REV03116,Loved it! Product quality is superb. Would recommend to friends.,5,Positive,0.728,Fashion,Nykaa,2023-09-18,2023-09,120,Yes
REV03117,"Excellent! Delivery was quick, product works beautifully.",5,Positive,0.385,Beauty,Flipkart,2024-02-06,2024-02,44,Yes
REV03118,Neither impressed nor disappointed. Product is just okay.,3,Neutral,-0.051,Fashion,Meesho,2024-03-16,2024-03,34,Yes
REV03119,Defective product delivered. substandard response from seller.,2,Negative,-0.355,Toys,Flipkart,2023-09-01,2023-09,2,Yes
REV03120,Terrible experience. Delivery was delayed and product is substandard.,1,Negative,-0.862,Health,Nykaa,2023-11-18,2023-11,98,Yes
REV03121,Awful! Product arrived damaged and support was mediocre.,1,Negative,-0.93,Books,Meesho,2023-07-14,2023-07,6,Yes
REV03122,Frustrated with this purchase. Item is terrible and overpriced.,1,Negative,-0.929,Beauty,Amazon,2023-10-19,2023-10,12,Yes
REV03123,Very bad experience. Product is awful and stopped working soon.,1,Negative,-0.814,Beauty,Amazon,2023-10-15,2023-10,98,Yes
REV03124,Terrible experience. Delivery was delayed and product is appalling.,2,Negative,-0.574,Toys,Amazon,2024-07-02,2024-07,135,Yes
REV03125,Alright product. Would consider other options next time.,3,Neutral,0.019,Electronics,Nykaa,2023-12-25,2023-12,97,Yes
REV03126,Medium quality. Okay for everyday use.,3,Neutral,0.011,Beauty,Meesho,2023-06-14,2023-06,45,Yes
REV03127,Great value for money. Very remarkable and durable.,5,Positive,0.807,Fashion,Myntra,2024-07-21,2024-07,114,Yes
REV03128,Very bad experience. Product is dreadful and stopped working soon.,1,Negative,-0.746,Automotive,Flipkart,2024-04-22,2024-04,7,Yes
REV03129,Amazing product! remarkable build quality. Five stars!,5,Positive,0.709,Toys,Amazon,2024-08-06,2024-08,65,Yes
REV03130,It works but I expected more features for this price.,3,Neutral,0.01,Grocery,Amazon,2024-02-26,2024-02,66,No
REV03131,Frustrated with this purchase. Item is terrible and overpriced.,2,Negative,-0.659,Beauty,Meesho,2024-06-11,2024-06,95,Yes
REV03132,Average experience overall. Product is functional.,3,Neutral,0.053,Fashion,Meesho,2023-04-14,2023-04,77,Yes
REV03133,Fast shipping and the product is incredible. Very happy with purchase.,4,Positive,0.513,Automotive,Amazon,2023-04-02,2023-04,112,Yes
REV03134,Poor quality. Item broke within a week. terrible customer support.,2,Negative,-0.879,Toys,Meesho,2024-06-25,2024-06,84,Yes
REV03135,"Excellent! Delivery was quick, product works smoothly.",5,Positive,0.313,Fashion,Meesho,2023-07-24,2023-07,126,No
REV03136,Outstanding experience from order to delivery. outstanding service!,4,Positive,0.498,Home & Kitchen,Amazon,2024-05-07,2024-05,26,Yes
REV03137,Absolutely love this product! outstanding quality and beautifully delivery.,5,Positive,0.503,Electronics,Amazon,2023-11-25,2023-11,87,Yes
REV03138,Very disappointed. Product quality is terrible. Not worth the price.,2,Negative,-0.472,Books,Nykaa,2024-07-17,2024-07,126,No
REV03139,Worst purchase ever. Product is mediocre and not as described.,1,Negative,-0.66,Books,Amazon,2024-02-06,2024-02,51,Yes
REV03140,Highly recommend! Product is exactly as described. excellent experience.,4,Positive,0.356,Toys,Flipkart,2023-08-17,2023-08,78,Yes
REV03141,Satisfactory. Delivery took longer than expected but product works.,3,Neutral,0.038,Fashion,Meesho,2023-10-12,2023-10,145,No
REV03142,Superb quality! Will definitely buy again. top-notch service overall.,4,Positive,0.733,Books,Myntra,2024-12-10,2024-12,25,No
REV03143,Fast shipping and the product is outstanding. Very happy with purchase.,5,Positive,0.742,Electronics,Flipkart,2023-02-27,2023-02,32,Yes
REV03144,Highly recommend! Product is exactly as described. fantastic experience.,5,Positive,0.82,Fashion,Flipkart,2024-04-07,2024-04,92,Yes
REV03145,Terrible! terrible product quality. Will not buy again.,2,Negative,-0.908,Home & Kitchen,Nykaa,2024-06-12,2024-06,3,Yes
REV03146,Amazing product! top-notch build quality. Five stars!,5,Positive,0.861,Books,Nykaa,2023-07-04,2023-07,32,No
REV03147,Highly disappointing. horrible packaging and product looks fake.,1,Negative,-0.447,Automotive,Meesho,2024-08-20,2024-08,49,No
REV03148,Great value for money. Very remarkable and durable.,5,Positive,0.88,Sports,Myntra,2023-10-16,2023-10,39,Yes
REV03149,Outstanding experience from order to delivery. fantastic service!,5,Positive,0.476,Beauty,Flipkart,2024-07-11,2024-07,18,Yes
REV03150,Decent product. Not the best but not the worst either.,3,Neutral,-0.008,Toys,Amazon,2023-11-04,2023-11,57,Yes
REV03151,Product is as described. No complaints but nothing great.,3,Neutral,-0.078,Electronics,Flipkart,2024-06-29,2024-06,97,No
REV03152,Not satisfied at all. awful product. Expected much better.,2,Negative,-0.291,Books,Nykaa,2024-09-10,2024-09,104,Yes
REV03153,Absolutely love this product! fantastic quality and smoothly delivery.,5,Positive,0.852,Health,Amazon,2024-05-28,2024-05,26,Yes
REV03154,Defective product delivered. appalling response from seller.,2,Negative,-0.391,Sports,Meesho,2023-05-27,2023-05,104,Yes
REV03155,Absolutely love this product! superb quality and beautifully delivery.,4,Positive,0.365,Automotive,Amazon,2023-03-13,2023-03,28,Yes
REV03156,Fast shipping and the product is premium. Very happy with purchase.,5,Positive,0.41,Fashion,Meesho,2024-10-13,2024-10,150,Yes
REV03157,"Excellent! Delivery was quick, product works efficiently.",5,Positive,0.301,Electronics,Meesho,2023-10-09,2023-10,116,Yes
REV03158,Fantastic! The item is remarkable and exactly what I needed.,4,Positive,0.315,Sports,Myntra,2023-04-18,2023-04,99,Yes
REV03159,Great value for money. Very outstanding and durable.,5,Positive,0.984,Sports,Amazon,2024-09-06,2024-09,116,Yes
REV03160,Highly recommend! Product is exactly as described. remarkable experience.,4,Positive,0.739,Automotive,Meesho,2024-09-20,2024-09,0,Yes
REV03161,Exceeded my expectations. superb packaging and amazing customer support.,5,Positive,0.999,Fashion,Flipkart,2023-10-23,2023-10,103,Yes
REV03162,Fantastic! The item is top-notch and exactly what I needed.,4,Positive,0.599,Toys,Flipkart,2024-04-06,2024-04,16,Yes
REV03163,Wonderful purchase. top-notch quality and prompt delivery.,4,Positive,0.886,Electronics,Nykaa,2023-03-25,2023-03,103,Yes
REV03164,Outstanding experience from order to delivery. premium service!,5,Positive,0.577,Sports,Amazon,2024-02-02,2024-02,15,Yes
REV03165,Best purchase I've made. top-notch quality at a great price.,5,Positive,0.914,Health,Nykaa,2024-01-23,2024-01,69,Yes
REV03166,Very bad experience. Product is terrible and stopped working soon.,2,Negative,-0.778,Electronics,Amazon,2023-04-20,2023-04,116,No
REV03167,Exceeded my expectations. remarkable packaging and amazing customer support.,5,Positive,0.836,Grocery,Myntra,2023-08-16,2023-08,146,Yes
REV03168,Not satisfied at all. dreadful product. Expected much better.,2,Negative,-0.159,Automotive,Amazon,2024-03-30,2024-03,28,Yes
REV03169,Very satisfied. The product is top-notch and works as expected.,5,Positive,0.495,Home & Kitchen,Amazon,2023-01-25,2023-01,68,Yes
REV03170,Outstanding experience from order to delivery. incredible service!,5,Positive,0.596,Books,Flipkart,2023-10-14,2023-10,59,Yes
REV03171,Really bad quality. Product is appalling and not worth it.,2,Negative,-0.167,Home & Kitchen,Flipkart,2024-01-19,2024-01,145,Yes
REV03172,Horrible experience. terrible service and delivery took forever.,2,Negative,-0.346,Books,Amazon,2024-01-04,2024-01,14,Yes
REV03173,Not satisfied at all. pathetic product. Expected much better.,1,Negative,-0.636,Books,Meesho,2023-12-23,2023-12,28,No
REV03174,Very bad experience. Product is dreadful and stopped working soon.,1,Negative,-0.591,Sports,Meesho,2024-08-04,2024-08,39,Yes
REV03175,Really bad quality. Product is pathetic and not worth it.,2,Negative,-0.824,Toys,Nykaa,2024-07-27,2024-07,96,Yes
REV03176,Decent product. Not the best but not the worst either.,3,Neutral,0.067,Grocery,Meesho,2023-06-07,2023-06,141,No
REV03177,Highly disappointing. awful packaging and product looks fake.,2,Negative,-0.137,Health,Flipkart,2023-10-08,2023-10,31,No
REV03178,Neither impressed nor disappointed. Product is just okay.,3,Neutral,-0.012,Beauty,Amazon,2023-02-04,2023-02,93,Yes
REV03179,Terrible experience. Delivery was delayed and product is mediocre.,2,Negative,-0.258,Health,Flipkart,2024-04-18,2024-04,30,Yes
REV03180,Fast shipping and the product is excellent. Very happy with purchase.,5,Positive,0.711,Books,Myntra,2024-09-19,2024-09,67,No
REV03181,Highly recommend! Product is exactly as described. remarkable experience.,4,Positive,0.507,Toys,Myntra,2024-10-05,2024-10,124,Yes
REV03182,Decent product. Not the best but not the worst either.,3,Neutral,0.02,Sports,Flipkart,2023-09-01,2023-09,121,Yes
REV03183,Awful! Product arrived damaged and support was appalling.,2,Negative,-0.475,Toys,Myntra,2023-06-04,2023-06,32,Yes
REV03184,Very satisfied. The product is outstanding and works as expected.,5,Positive,0.305,Fashion,Amazon,2024-11-13,2024-11,14,Yes
REV03185,Neither impressed nor disappointed. Product is just okay.,3,Neutral,-0.085,Health,Meesho,2023-03-14,2023-03,49,Yes
REV03186,Not satisfied at all. awful product. Expected much better.,1,Negative,-0.921,Electronics,Amazon,2023-08-25,2023-08,142,Yes
REV03187,Worst purchase ever. Product is horrible and not as described.,2,Negative,-0.662,Health,Amazon,2024-08-09,2024-08,143,No
REV03188,Worst purchase ever. Product is dreadful and not as described.,1,Negative,-0.763,Automotive,Amazon,2023-09-26,2023-09,126,No
REV03189,Decent product. Not the best but not the worst either.,3,Neutral,0.026,Toys,Myntra,2024-02-27,2024-02,107,Yes
REV03190,Poor quality. Item broke within a week. awful customer support.,2,Negative,-0.523,Home & Kitchen,Amazon,2023-05-20,2023-05,105,Yes
REV03191,Terrible! appalling product quality. Will not buy again.,2,Negative,-0.891,Fashion,Flipkart,2024-01-29,2024-01,7,Yes
REV03192,Superb quality! Will definitely buy again. premium service overall.,5,Positive,0.725,Automotive,Flipkart,2024-03-09,2024-03,81,Yes
REV03193,"Excellent! Delivery was quick, product works beautifully.",4,Positive,0.471,Health,Amazon,2023-08-19,2023-08,146,Yes
REV03194,Do not buy! Product quality is pathetic. Waste of money.,2,Negative,-0.52,Beauty,Meesho,2024-10-12,2024-10,26,Yes
REV03195,Very satisfied. The product is superb and works as expected.,5,Positive,0.724,Health,Myntra,2024-10-01,2024-10,42,Yes
REV03196,Wonderful purchase. top-notch quality and prompt delivery.,4,Positive,0.779,Books,Meesho,2023-10-13,2023-10,138,No
REV03197,Defective product delivered. awful response from seller.,1,Negative,-0.295,Books,Amazon,2023-08-16,2023-08,109,Yes
REV03198,Loved it! Product quality is excellent. Would recommend to friends.,5,Positive,0.635,Toys,Myntra,2023-12-08,2023-12,14,No
REV03199,Poor quality. Item broke within a week. mediocre customer support.,1,Negative,-0.164,Home & Kitchen,Myntra,2023-02-23,2023-02,147,Yes
REV03200,Very disappointed. Product quality is horrible. Not worth the price.,2,Negative,-0.142,Home & Kitchen,Amazon,2024-04-24,2024-04,105,Yes
REV03201,Neither impressed nor disappointed. Product is just okay.,3,Neutral,-0.021,Books,Flipkart,2023-01-24,2023-01,48,Yes
REV03202,Terrible experience. Delivery was delayed and product is terrible.,1,Negative,-0.712,Health,Nykaa,2024-11-04,2024-11,145,No
REV03203,Worst purchase ever. Product is mediocre and not as described.,2,Negative,-0.283,Health,Myntra,2023-07-20,2023-07,125,Yes
REV03204,Terrible experience. Delivery was delayed and product is pathetic.,1,Negative,-0.594,Fashion,Amazon,2024-11-29,2024-11,16,No
REV03205,Awful! Product arrived damaged and support was mediocre.,1,Negative,-0.361,Home & Kitchen,Myntra,2024-03-11,2024-03,100,No
REV03206,Average quality. Delivery was on time. Acceptable for the price.,3,Neutral,-0.079,Automotive,Myntra,2024-01-09,2024-01,41,Yes
REV03207,Outstanding experience from order to delivery. excellent service!,4,Positive,0.579,Electronics,Nykaa,2023-09-13,2023-09,37,Yes
REV03208,Horrible experience. pathetic service and delivery took forever.,1,Negative,-0.799,Fashion,Amazon,2023-06-25,2023-06,120,Yes
REV03209,Brilliant product. remarkable packaging and arrived on time.,5,Positive,0.987,Automotive,Myntra,2023-10-25,2023-10,38,Yes
REV03210,Great value for money. Very excellent and durable.,5,Positive,0.891,Sports,Flipkart,2024-07-17,2024-07,139,No
REV03211,Brilliant product. premium packaging and arrived on time.,5,Positive,0.412,Beauty,Flipkart,2024-09-19,2024-09,101,Yes
REV03212,Very satisfied. The product is incredible and works as expected.,5,Positive,0.779,Electronics,Myntra,2023-01-20,2023-01,20,Yes
REV03213,Frustrated with this purchase. Item is horrible and overpriced.,2,Negative,-0.308,Home & Kitchen,Flipkart,2024-12-28,2024-12,109,Yes
REV03214,Absolutely love this product! excellent quality and flawlessly delivery.,5,Positive,0.997,Home & Kitchen,Flipkart,2023-05-18,2023-05,82,Yes
REV03215,Brilliant product. superb packaging and arrived on time.,5,Positive,0.433,Home & Kitchen,Myntra,2023-10-06,2023-10,50,No
REV03216,Highly recommend! Product is exactly as described. premium experience.,5,Positive,0.399,Electronics,Nykaa,2024-07-27,2024-07,28,No
REV03217,Worst purchase ever. Product is awful and not as described.,1,Negative,-0.19,Health,Meesho,2024-03-12,2024-03,142,No
REV03218,Highly disappointing. terrible packaging and product looks fake.,1,Negative,-0.228,Toys,Myntra,2023-09-18,2023-09,64,Yes
REV03219,Neither impressed nor disappointed. Product is just okay.,3,Neutral,-0.08,Sports,Nykaa,2024-02-05,2024-02,118,Yes
REV03220,Best purchase I've made. fantastic quality at a great price.,5,Positive,0.532,Fashion,Myntra,2023-01-29,2023-01,24,No
REV03221,Great value for money. Very top-notch and durable.,4,Positive,0.303,Sports,Amazon,2023-05-13,2023-05,30,Yes
REV03222,Fantastic! The item is excellent and exactly what I needed.,5,Positive,0.864,Health,Meesho,2024-09-22,2024-09,25,Yes
REV03223,Fantastic! The item is outstanding and exactly what I needed.,5,Positive,0.412,Home & Kitchen,Flipkart,2023-09-08,2023-09,141,Yes
REV03224,Fantastic! The item is superb and exactly what I needed.,5,Positive,0.745,Toys,Myntra,2023-08-29,2023-08,14,Yes
REV03225,Awful! Product arrived damaged and support was pathetic.,2,Negative,-0.328,Books,Nykaa,2024-11-23,2024-11,93,Yes
REV03226,Terrible experience. Delivery was delayed and product is awful.,2,Negative,-0.301,Toys,Nykaa,2023-11-29,2023-11,111,Yes
REV03227,Really bad quality. Product is pathetic and not worth it.,1,Negative,-0.801,Sports,Nykaa,2024-03-31,2024-03,150,Yes
REV03228,Product is okay. Nothing special but does the job.,3,Neutral,-0.049,Automotive,Nykaa,2024-01-03,2024-01,1,No
REV03229,Best purchase I've made. top-notch quality at a great price.,5,Positive,0.895,Home & Kitchen,Flipkart,2023-11-13,2023-11,56,Yes
REV03230,Average experience overall. Product is functional.,3,Neutral,0.092,Toys,Nykaa,2023-10-30,2023-10,46,Yes
REV03231,Outstanding experience from order to delivery. incredible service!,5,Positive,0.525,Health,Nykaa,2024-05-22,2024-05,22,Yes
REV03232,Not satisfied at all. mediocre product. Expected much better.,2,Negative,-0.282,Electronics,Myntra,2023-08-17,2023-08,84,No
REV03233,Great value for money. Very remarkable and durable.,5,Positive,0.908,Fashion,Meesho,2023-04-17,2023-04,0,Yes
REV03234,It works but I expected more features for this price.,3,Neutral,-0.007,Fashion,Myntra,2023-02-09,2023-02,42,Yes
REV03235,Highly recommend! Product is exactly as described. superb experience.,5,Positive,0.717,Electronics,Amazon,2024-01-20,2024-01,131,Yes
REV03236,Amazing product! premium build quality. Five stars!,5,Positive,0.745,Health,Nykaa,2024-06-12,2024-06,58,Yes
REV03237,Complete waste of money. Quality is mediocre.,1,Negative,-0.188,Books,Nykaa,2023-04-30,2023-04,122,Yes
REV03238,Horrible experience. substandard service and delivery took forever.,2,Negative,-0.158,Books,Nykaa,2023-08-14,2023-08,124,Yes
REV03239,It's fine. Does what it says but nothing extraordinary.,3,Neutral,0.003,Automotive,Nykaa,2024-10-20,2024-10,131,No
REV03240,Terrible experience. Delivery was delayed and product is horrible.,2,Negative,-0.128,Beauty,Flipkart,2024-04-23,2024-04,13,Yes
REV03241,Very bad experience. Product is dreadful and stopped working soon.,1,Negative,-0.744,Health,Myntra,2024-08-19,2024-08,70,Yes
REV03242,Complete waste of money. Quality is horrible.,2,Negative,-0.721,Electronics,Meesho,2023-04-23,2023-04,103,Yes
REV03243,Poor quality. Item broke within a week. appalling customer support.,2,Negative,-0.166,Books,Myntra,2023-10-19,2023-10,115,Yes
REV03244,Average quality. Delivery was on time. Acceptable for the price.,3,Neutral,0.038,Sports,Flipkart,2023-02-01,2023-02,87,Yes
REV03245,Moderate quality. Acceptable for casual use.,3,Neutral,-0.034,Health,Amazon,2024-10-03,2024-10,118,No
REV03246,Fantastic! The item is incredible and exactly what I needed.,5,Positive,0.456,Grocery,Myntra,2024-11-19,2024-11,106,Yes
REV03247,Best purchase I've made. fantastic quality at a great price.,5,Positive,0.774,Books,Amazon,2024-05-15,2024-05,113,Yes
REV03248,Product is as described. No complaints but nothing great.,3,Neutral,-0.007,Fashion,Flipkart,2024-02-02,2024-02,80,Yes
REV03249,Very disappointed. Product quality is mediocre. Not worth the price.,1,Negative,-0.804,Home & Kitchen,Flipkart,2024-08-20,2024-08,48,Yes
REV03250,Terrible! substandard product quality. Will not buy again.,1,Negative,-0.787,Beauty,Nykaa,2023-07-13,2023-07,150,Yes
REV03251,Best purchase I've made. incredible quality at a great price.,5,Positive,0.81,Fashion,Flipkart,2023-08-18,2023-08,100,Yes
REV03252,"Excellent! Delivery was quick, product works beautifully.",5,Positive,0.798,Sports,Nykaa,2023-05-02,2023-05,115,Yes
REV03253,Loved it! Product quality is excellent. Would recommend to friends.,4,Positive,0.39,Grocery,Meesho,2023-10-02,2023-10,19,Yes
REV03254,Very satisfied. The product is incredible and works as expected.,5,Positive,0.797,Toys,Myntra,2023-11-18,2023-11,115,Yes
REV03255,It's fine. Does what it says but nothing extraordinary.,3,Neutral,-0.093,Fashion,Meesho,2024-02-25,2024-02,64,Yes
REV03256,Superb quality! Will definitely buy again. fantastic service overall.,5,Positive,0.86,Fashion,Flipkart,2024-02-06,2024-02,27,Yes
REV03257,It works but I expected more features for this price.,3,Neutral,-0.081,Home & Kitchen,Meesho,2024-10-12,2024-10,3,No
REV03258,"Excellent! Delivery was quick, product works perfectly.",5,Positive,0.418,Automotive,Flipkart,2023-06-03,2023-06,6,Yes
REV03259,Superb quality! Will definitely buy again. top-notch service overall.,5,Positive,0.474,Sports,Myntra,2023-01-05,2023-01,94,Yes
REV03260,Average experience overall. Product is functional.,3,Neutral,0.016,Home & Kitchen,Meesho,2023-02-22,2023-02,54,Yes
REV03261,"Excellent! Delivery was quick, product works smoothly.",5,Positive,0.724,Sports,Flipkart,2024-11-19,2024-11,59,Yes
REV03262,Defective product delivered. dreadful response from seller.,1,Negative,-0.459,Beauty,Amazon,2023-09-27,2023-09,7,Yes
REV03263,Defective product delivered. dreadful response from seller.,1,Negative,-0.661,Home & Kitchen,Meesho,2024-11-07,2024-11,144,Yes
REV03264,Brilliant product. outstanding packaging and arrived on time.,4,Positive,0.611,Electronics,Meesho,2023-12-12,2023-12,26,No
REV03265,Very disappointed. Product quality is appalling. Not worth the price.,2,Negative,-0.176,Fashion,Myntra,2023-01-25,2023-01,27,Yes
REV03266,Highly recommend! Product is exactly as described. superb experience.,5,Positive,0.323,Health,Meesho,2024-03-22,2024-03,41,Yes
REV03267,Loved it! Product quality is premium. Would recommend to friends.,5,Positive,0.78,Books,Nykaa,2024-12-03,2024-12,18,Yes
REV03268,Awful! Product arrived damaged and support was pathetic.,1,Negative,-0.235,Electronics,Meesho,2023-08-18,2023-08,21,Yes
REV03269,Amazing product! excellent build quality. Five stars!,5,Positive,0.388,Automotive,Flipkart,2023-05-29,2023-05,118,No
REV03270,Poor quality. Item broke within a week. mediocre customer support.,2,Negative,-0.716,Automotive,Myntra,2024-09-27,2024-09,125,No
